longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,,predicted
-119.58,36.77,19,3225,548,1760,542,4.0227,126500,INLAND,,96376
-118.28,33.99,37,1971,513,1673,464,1.4625,103000,<1H OCEAN,,99008
-121.4,38.55,26,2697,398,1088,389,5,142500,INLAND,,159331
-118.21,33.84,28,822,205,627,192,3.4583,166300,<1H OCEAN,,159102
-119.01,35.36,38,1838,388,1203,373,1.6797,60700,INLAND,,56384
-117.63,34.02,13,4864,729,2780,723,5.6168,175400,INLAND,,198194
-118.18,33.77,36,1833,688,1128,620,1.1483,112500,NEAR OCEAN,,150333
-118.32,34.02,51,2010,460,1355,433,2.0304,133400,<1H OCEAN,,119486
-121.49,38.53,42,1468,281,571,271,3.3906,124200,INLAND,,111796
-120.39,38,33,2177,404,891,383,3.212,105200,INLAND,,111699
-118.21,34.05,26,745,258,694,236,1.3846,129200,<1H OCEAN,,167022
-118.22,33.94,42,1046,287,1218,289,2.6538,143400,<1H OCEAN,,130614
-118.19,33.91,33,915,225,826,212,2.7708,117400,<1H OCEAN,,131255
-118.41,34.01,26,2503,449,1218,426,5.3683,500001,<1H OCEAN,,418026.29
-118.12,34.14,25,3420,977,1718,947,3.1033,217900,<1H OCEAN,,217615
-122.34,37.57,28,3751,949,1691,846,3.9728,300000,NEAR OCEAN,,365686.02
-122.53,38.32,22,3577,,1371,501,5.795,332300,<1H OCEAN,,288033
-121.62,36.43,20,1335,290,717,243,4.7891,230600,<1H OCEAN,,239205
-117.87,33.72,37,2216,497,2445,506,3.8421,174000,<1H OCEAN,,175973
-120.69,35.52,26,2758,571,1291,522,2.925,181400,<1H OCEAN,,174678
-121.87,37.66,27,1569,242,583,214,5.7519,278500,INLAND,,294929
-117.73,33.51,5,4549,786,1238,632,6.1785,295900,<1H OCEAN,,358932.16
-121.99,37.33,35,1802,291,841,315,4.8365,313900,<1H OCEAN,,259891
-122.01,37.06,19,4113,767,2006,732,5.1121,308100,NEAR OCEAN,,322916.03
-119.64,37.61,30,2857,661,291,135,2.6838,164600,INLAND,,127474
-117.23,32.75,23,2415,653,1275,596,3.1389,101800,NEAR OCEAN,,232106
-117.16,32.89,5,8576,1952,5006,1827,4.3598,189100,<1H OCEAN,,210313
-117.98,33.76,24,1880,405,967,418,4.4545,192500,<1H OCEAN,,207017
-118.07,34.11,47,832,194,419,156,3.1576,225000,<1H OCEAN,,225509.01
-122.45,37.78,45,2747,699,1320,693,3.1576,333300,NEAR BAY,,364663.11
-122.22,38.08,37,2811,,1574,516,3.1053,96700,NEAR BAY,,118673
-118.25,34,32,1218,342,1292,304,1.5781,102900,<1H OCEAN,,105155
-121.96,36.99,23,3209,748,1423,666,2.7375,238000,NEAR OCEAN,,235069.01
-118.28,34.25,35,2045,450,1166,407,3.5214,197600,<1H OCEAN,,225427
-118.38,34.3,39,1622,355,903,314,4.1125,183000,<1H OCEAN,,198770
-118.37,34.08,22,3008,938,1224,816,3.2149,300000,<1H OCEAN,,360298.13
-121.33,38.7,15,2226,421,1004,417,2.7868,117800,INLAND,,131055
-118.08,34.14,42,2690,589,1149,535,3.88,281100,INLAND,,285814
-122.26,38.16,23,2840,491,1586,466,4.0337,130400,NEAR BAY,,146922
-118.43,34.29,50,1181,265,1196,269,3.2095,167000,<1H OCEAN,,222362.06
-122.44,37.76,30,5089,1210,1935,1139,4.6053,386100,NEAR BAY,,407910.17
-120.86,37.77,28,1208,232,535,232,2.3523,94700,INLAND,,100780
-117.89,33.82,21,1591,298,904,297,4.8906,179100,<1H OCEAN,,209671
-121.37,38.6,36,1119,144,414,150,5.8336,283300,INLAND,,218417
-118.14,33.95,42,1413,228,630,219,6.8564,300000,<1H OCEAN,,428576.41
-122.07,37.66,21,5031,1168,2461,1042,3.875,179300,NEAR BAY,,229582.02
-118.56,34.41,4,17313,3224,6902,2707,5.6798,320900,<1H OCEAN,,292355.05
-121.88,37.27,24,4567,688,2102,695,5.6895,289000,<1H OCEAN,,263640
-122.2,37.77,39,2689,597,1888,537,2.2562,94800,NEAR BAY,,108673
-118.34,34.17,49,3033,580,1284,561,4.1161,232500,<1H OCEAN,,287303.04
-122.43,37.61,21,10252,2595,4790,2428,4.1692,344500,NEAR OCEAN,,319808.04
-117.99,33.68,13,4000,883,1999,881,4.7245,273600,<1H OCEAN,,257118
-121.91,37.33,52,2212,563,1195,532,2.894,209500,<1H OCEAN,,199964
-118.32,33.88,37,1402,254,722,251,6.4781,269000,<1H OCEAN,,403726.2
-122.05,37.97,16,60,10,65,19,6.1359,250000,NEAR BAY,,231109
-122.2,39.75,18,2603,576,1616,588,2.0192,63700,INLAND,,72890
-123.85,39.42,11,1804,506,895,451,1.7574,150000,<1H OCEAN,,99253
-118.9,34.2,16,6510,817,2304,778,7.9943,452100,<1H OCEAN,,407295.06
-120.86,37.6,25,1178,206,709,214,4.5625,133600,INLAND,,155919
-122.26,38.57,22,509,103,139,73,2.1979,152800,INLAND,,114662.99
-118.36,33.9,42,1935,388,1136,379,4.74,230000,<1H OCEAN,,232524
-117.57,33.9,7,3797,850,2369,720,3.5525,137600,INLAND,,145609
-119.69,34.43,37,2801,497,1150,476,5.8311,387700,<1H OCEAN,,394532.21
-121.92,36.56,39,2144,538,749,419,2.7039,364000,NEAR OCEAN,,262334.01
-121.47,38.61,35,1372,360,850,328,1.6331,67500,INLAND,,67273
-118.4,34.1,27,3979,510,1351,520,15.0001,500001,<1H OCEAN,,500001
-119.87,36.83,4,4833,784,2088,789,5.1781,122500,INLAND,,144524
-120.42,34.94,32,2844,551,1337,516,2.7188,133700,<1H OCEAN,,152534
-121.27,38.05,26,378,75,164,65,3.4107,82800,INLAND,,143097
-118.15,33.85,36,1435,249,606,234,4.1439,212600,<1H OCEAN,,215568
-122.2,37.9,36,2107,287,740,280,10.3416,500001,NEAR BAY,,495051.94
-118.16,33.78,14,1709,558,1939,520,1.9808,139100,NEAR OCEAN,,153324
-122.38,37.59,49,1657,266,613,270,5.7837,378100,NEAR OCEAN,,399832.24
-118.2,33.9,26,1000,275,1178,263,2.12,105000,<1H OCEAN,,118049
-118.23,33.91,33,677,182,984,174,2.5893,88900,<1H OCEAN,,103634
-121.4,38.63,31,1540,452,1079,444,1.8571,98700,INLAND,,73803
-121.82,37.81,12,4711,659,2089,621,8.3209,485400,INLAND,,326477.03
-118.29,34.08,43,3056,1345,3920,1304,1.925,300000,<1H OCEAN,,216392
-118.55,34.17,36,2127,297,761,274,7.8392,500001,<1H OCEAN,,486167.8
-117.85,33.81,32,1766,322,876,330,4.0417,234500,<1H OCEAN,,222853
-117.83,33.81,28,1972,315,970,326,5.4298,234200,<1H OCEAN,,236380
-122.47,37.74,52,1538,305,819,319,4.0846,333600,NEAR BAY,,314558.01
-120.18,34.75,17,2074,382,1035,359,3.7958,400000,<1H OCEAN,,206673.01
-116.99,33.2,17,2980,539,1531,505,3.1553,250000,<1H OCEAN,,205510
-121.76,38.55,23,8800,1857,6330,1832,2.065,219400,INLAND,,104389
-118.36,33.86,35,2126,434,1044,433,5.5456,297400,<1H OCEAN,,329882.01
-119.72,36.32,40,1185,221,676,256,2.2721,52600,INLAND,,61837
-117.12,32.59,28,2793,706,1825,676,2.6724,144500,NEAR OCEAN,,154273
-122.26,37.54,5,3264,442,1607,453,9.1415,500001,NEAR BAY,,465822.54
-117.58,34.1,4,6360,1584,3359,1396,3.5186,127800,INLAND,,146985
-122.2,37.47,40,2959,389,985,365,9.9025,500001,NEAR BAY,,500001
-116.9,34.69,10,337,102,108,50,0.4999,55000,INLAND,,265642.39
-120.84,38.81,11,1280,286,609,248,3.1635,132600,INLAND,,140373
-117.37,33.97,34,3676,697,2653,682,2.5804,92400,INLAND,,102429
-117.02,32.71,30,3187,592,2082,631,3.5388,118500,NEAR OCEAN,,125634
-118.21,33.92,37,1705,403,1839,410,2.5833,132700,<1H OCEAN,,124109
-121.64,40.9,24,2237,434,834,318,1.7538,90300,INLAND,,69511
-117.23,32.86,16,1675,354,604,332,5.2326,188300,NEAR OCEAN,,269918.05
-122.92,38.97,20,2067,384,904,333,2.9934,134200,<1H OCEAN,,143192
-118.36,34.09,34,2832,883,1594,843,1.7558,312500,<1H OCEAN,,259936.03
-117.9,33.74,19,1566,379,1032,330,2.2105,180400,<1H OCEAN,,171767
-121.02,39.27,52,3720,707,1424,609,3.2,155000,INLAND,,151712
-122.19,37.76,52,2024,391,1030,350,2.4659,94700,NEAR BAY,,108221
-122.15,37.67,35,2472,398,1171,390,5.5797,198100,NEAR BAY,,284860
-119.18,34.16,12,460,101,405,103,5.2783,167400,NEAR OCEAN,,348162.22
-122.53,37.93,37,1722,352,648,337,4.125,310300,NEAR BAY,,350336.03
-117.67,33.55,6,3157,721,1695,710,3.7609,222300,<1H OCEAN,,185349
-119.85,36.82,15,1387,236,638,195,5.5842,88900,INLAND,,146879
-118.57,34.15,22,5791,706,2059,673,10.9201,500001,<1H OCEAN,,500001
-117.88,33.83,22,3522,543,1706,524,6.4685,241200,<1H OCEAN,,269899.01
-118.33,34.1,43,2732,1646,3049,1429,1.3157,333300,<1H OCEAN,,272173.11
-117.8,33.75,29,3058,488,1197,474,5.3903,286600,<1H OCEAN,,278729.02
-117.2,34.26,17,9419,1455,1382,459,6.2233,230900,INLAND,,226671
-117.68,33.65,6,10395,1915,4783,1811,5.928,239900,<1H OCEAN,,287473.02
-119.7,36.82,25,2379,540,1482,484,2.3173,68200,INLAND,,67383
-118.37,34.04,25,542,161,442,131,2.25,333300,<1H OCEAN,,194156.03
-121.63,39.18,13,1907,347,821,367,2.0978,134000,INLAND,,83930
-118.97,35.38,32,1361,363,1483,297,1.625,46800,INLAND,,49099
-121.75,39.4,29,1687,327,864,334,2.4943,81900,INLAND,,79644
-122.32,37.55,46,1437,266,607,263,4.8068,369700,NEAR OCEAN,,355283.12
-117.94,33.93,14,999,232,1037,244,2.7125,166100,<1H OCEAN,,160696
-119.42,36.35,20,1469,303,1031,259,1.6645,48000,INLAND,,56235
-122.31,38,29,3108,534,1687,516,4.3333,170800,NEAR BAY,,176845
-119.96,38.94,27,1492,393,717,254,1.8906,104200,INLAND,,103096.01
-117.04,34,21,4624,852,2174,812,3.5255,132100,INLAND,,114546
-117.9,33.71,15,539,71,287,66,6.3427,305200,<1H OCEAN,,298720.01
-122.46,37.88,35,2492,409,812,373,8.8386,500001,NEAR BAY,,466761.52
-118.34,34.19,48,814,165,490,176,3.1406,223100,<1H OCEAN,,256541.09
-118.36,34.2,14,1878,614,1874,559,2.5267,231800,<1H OCEAN,,189068
-118.18,34.02,43,887,219,965,217,2.625,133900,<1H OCEAN,,139461
-119.83,36.8,24,3756,681,1586,739,3.8571,90100,INLAND,,94443
-118.13,33.84,48,1895,294,881,293,6.3364,307400,<1H OCEAN,,415013.24
-122.71,38.43,38,1689,526,1071,529,1.5026,124000,<1H OCEAN,,153410
-119.72,34.43,36,1156,309,521,304,2.6014,320600,<1H OCEAN,,296718
-117.88,34.12,34,912,165,522,150,4.0417,178000,<1H OCEAN,,171715
-117.23,32.74,16,735,139,299,134,4.6354,179200,NEAR OCEAN,,237710.03
-122.46,37.66,15,6082,1284,3861,1198,5.4221,284700,NEAR OCEAN,,282397.01
-121.96,37.23,36,4423,632,1719,608,7.8407,476400,<1H OCEAN,,486272.84
-117.14,33.16,16,1660,,733,214,5.6874,202700,<1H OCEAN,,241621.01
-121.29,37.87,29,488,108,308,115,2.6563,103100,INLAND,,107179
-116.05,34.12,19,301,65,150,56,3.125,65600,INLAND,,93405
-118.3,33.89,30,2756,858,1806,787,3.0329,207800,<1H OCEAN,,193307
-122.38,37.58,52,2039,299,772,303,6.471,500001,NEAR OCEAN,,450478.41
-122.26,37.83,52,2432,715,1377,696,2.5898,176000,NEAR BAY,,198609
-117.46,34.1,35,908,226,667,203,2.5833,93500,INLAND,,95704
-121.92,37.33,52,2962,557,1215,506,4.7768,301100,<1H OCEAN,,318165.03
-122.07,37.69,29,2304,618,1021,552,2.5362,203800,NEAR BAY,,186356
-119.84,36.85,8,3791,487,1424,475,10.5144,345900,INLAND,,386171.52
-116.52,33.81,12,12396,2552,2548,1265,3.4394,162200,INLAND,,157254
-122.68,38.07,26,1445,244,510,207,5.6305,430000,NEAR OCEAN,,355201.04
-121.67,36.67,24,3071,544,1477,560,3.9219,222500,<1H OCEAN,,196358
-118.21,33.95,32,1116,328,1265,302,2.295,155200,<1H OCEAN,,141175
-121.98,37.28,28,3688,633,1877,620,5.7251,272600,<1H OCEAN,,298405.02
-117.93,33.84,34,2160,298,852,305,6.0531,287100,<1H OCEAN,,293073.03
-118.78,34.16,9,30405,4093,12873,3931,8.0137,399200,NEAR OCEAN,,429229.24
-122.3,37.9,35,1102,308,688,303,2.3946,141700,NEAR BAY,,170523
-119.23,34.42,16,630,117,343,100,5.75,325000,<1H OCEAN,,322404.06
-122.53,41.81,21,2400,485,1109,443,1.7639,55400,INLAND,,65248
-122.01,37.39,36,1976,361,1348,371,5.6447,252600,<1H OCEAN,,278856
-122.34,37.94,47,2313,433,947,430,3.942,143300,NEAR BAY,,159741.01
-121.62,36.71,24,4195,706,2200,647,4.3451,177800,<1H OCEAN,,216601
-118.1,33.84,36,690,109,316,104,3.7813,209100,<1H OCEAN,,197262
-122.5,37.75,45,1672,344,838,314,4.1419,291500,NEAR OCEAN,,276719
-118.12,34.68,12,5319,875,2439,779,4.6629,131500,INLAND,,144277
-117.31,33.24,6,1580,288,792,265,4.0469,162400,<1H OCEAN,,176739.02
-120.79,37.08,9,97,20,91,22,2.9063,55000,INLAND,,132801
-121.87,37.34,52,1170,215,604,207,2.6667,325900,<1H OCEAN,,222937
-117.79,33.77,21,4349,553,1680,519,6.9014,439000,<1H OCEAN,,302907
-122.52,37.96,35,2012,346,818,352,5.2818,331000,NEAR BAY,,308635.02
-118.3,33.87,27,3144,722,1510,680,3.1597,214700,<1H OCEAN,,233769
-118.05,34.06,45,531,164,722,166,2.1406,162500,<1H OCEAN,,174670.03
-118.21,34.14,44,1681,407,1105,387,3.2222,186500,<1H OCEAN,,209055
-117.98,33.78,31,2825,546,1908,563,3.9798,187500,<1H OCEAN,,196446
-117.15,34.04,14,2845,420,1172,377,7.5822,283100,INLAND,,262120
-118.11,33.81,37,1694,280,776,271,6.2187,257900,<1H OCEAN,,411321.21
-118.48,34.21,25,2879,723,2077,649,3.3864,197400,<1H OCEAN,,213908
-118.17,33.82,52,2539,497,1152,488,4.1354,268200,NEAR OCEAN,,258031
-121.22,38.4,14,2655,441,1277,422,4.6989,213800,INLAND,,178522
-118.19,34.12,46,3387,820,2833,813,2.987,176900,<1H OCEAN,,193529
-117.71,34.08,26,2744,494,1411,465,4.2639,154200,INLAND,,168568
-118.08,33.85,22,1055,204,682,216,6,191300,<1H OCEAN,,271755
-118.4,33.87,45,2093,497,842,472,6.3231,500001,<1H OCEAN,,461556.45
-117.4,34.04,17,1906,334,1550,338,3.025,81800,INLAND,,104398
-123.5,39.67,22,2124,450,1122,446,2.1793,71500,INLAND,,85444
-120.67,37.37,18,164,30,104,32,1.6607,87500,INLAND,,116994.01
-121.48,38.54,41,3364,685,1841,626,2.1975,73500,INLAND,,89111
-122.18,37.45,43,2061,437,817,385,4.4688,460200,NEAR BAY,,385937.4
-117.01,32.76,34,3415,608,1464,593,4.0549,223700,<1H OCEAN,,171101
-118.36,33.93,40,1625,500,2036,476,2.6298,156500,<1H OCEAN,,170853
-122.71,38.34,22,1249,335,699,308,2.6033,121600,<1H OCEAN,,167630
-118.51,34.2,35,1614,308,850,330,4.1806,209000,<1H OCEAN,,215741.01
-118.56,34.18,36,1366,224,719,270,4.8264,251000,<1H OCEAN,,229951
-122.09,37.35,30,1502,186,501,180,10.0259,500001,NEAR BAY,,498774.97
-119.01,36.05,27,1127,294,839,276,1.3807,53100,INLAND,,50609
-117.4,34.08,21,3622,667,2503,720,3.8531,105400,INLAND,,120862
-118.41,34.24,38,490,101,402,100,3.125,175900,<1H OCEAN,,246340
-117.9,33.74,18,1884,442,1915,442,2.3783,166700,<1H OCEAN,,168375
-117.92,34.09,35,1810,318,1164,332,5.0123,165700,<1H OCEAN,,203695
-122.28,37.52,29,1526,355,724,315,4.0313,435200,NEAR OCEAN,,313121
-117.22,33.14,5,4576,848,2314,705,5.0123,210400,NEAR OCEAN,,267415.01
-122.41,37.75,52,1678,386,1220,357,2.5809,255300,NEAR BAY,,253620.05
-122.47,37.76,52,4001,809,1886,756,3.3239,350000,NEAR BAY,,345483.02
-118.24,33.93,37,1027,258,824,248,1.5132,86300,<1H OCEAN,,93667
-118.32,34.04,47,1989,532,1430,519,1.8333,151100,<1H OCEAN,,144808
-120.27,37.12,17,3328,628,1580,619,2.9861,81500,INLAND,,97472
-121.07,39.15,15,6828,1319,3002,1318,2.4726,143400,INLAND,,123396
-122.27,37.82,43,1868,456,1061,407,1.5045,93800,NEAR BAY,,129053
-120.43,37.35,15,1613,203,673,213,5.9378,212200,INLAND,,182546
-122.47,37.79,52,2383,477,990,464,3.9688,483300,NEAR BAY,,479320.73
-122.31,37.91,39,2955,696,1417,682,2.7628,167800,NEAR BAY,,168303
-118.14,33.76,52,2677,642,1144,624,4.3889,378000,NEAR OCEAN,,384342.02
-121.9,37.37,20,78,72,120,69,1.0938,187500,<1H OCEAN,,302991.19
-118.01,33.84,28,4097,838,2112,803,4.5,202100,<1H OCEAN,,201860
-117.7,33.57,4,3283,911,1512,782,3.3125,138500,<1H OCEAN,,216336.01
-119.94,38.95,25,1789,536,1134,396,2.32,91300,INLAND,,106584
-121.82,37.26,10,3030,574,1623,589,5.1356,218700,<1H OCEAN,,269608
-121.24,38.78,18,549,143,249,136,0.8691,136500,INLAND,,107083
-122.42,37.77,52,1925,568,867,515,2.879,450000,NEAR BAY,,329030.07
-122.3,37.9,30,1772,471,880,437,2.2672,162500,NEAR BAY,,178848
-118.15,33.78,13,3056,861,1600,824,3.3003,207800,NEAR OCEAN,,232162
-117.88,33.87,35,1919,349,1302,345,5.6409,190900,<1H OCEAN,,233802
-118.51,33.98,40,1901,679,865,587,2.3417,425000,<1H OCEAN,,329776.01
-121.5,38.34,36,1212,255,569,256,2.0048,72900,INLAND,,99184
-117.94,33.81,25,1731,482,1127,455,3.256,214300,<1H OCEAN,,197853
-118.18,33.92,32,2035,519,2282,480,3.2734,136400,<1H OCEAN,,152336
-122.33,40.6,5,6383,1206,2965,1141,3.8103,111100,INLAND,,126666
-121.42,38.53,37,1958,367,1171,366,2.8298,71200,INLAND,,89290
-118.19,33.83,30,2246,552,1032,548,3.5871,347100,NEAR OCEAN,,265360.05
-122.69,38.27,32,2344,434,1066,384,4.0313,285000,<1H OCEAN,,251182
-118.3,34.02,42,2386,670,2327,661,1.6699,108000,<1H OCEAN,,126803
-117.77,33.67,12,4329,1068,1913,978,4.5094,160200,<1H OCEAN,,250208
-117.98,33.9,6,1537,347,506,280,4.8264,146800,<1H OCEAN,,209723
-122.28,37.81,17,1237,462,762,439,0.9241,177500,NEAR BAY,,143409
-118.76,34.26,26,1750,284,962,278,4.5673,190400,<1H OCEAN,,218596.02
-117.94,33.89,30,2577,404,1076,374,6.7528,459600,<1H OCEAN,,366320.08
-121.27,38.75,21,4812,1117,1985,1045,2.5083,128500,INLAND,,141890
-119.31,36.34,14,2985,607,2250,607,2.1602,65200,INLAND,,77547
-117.11,32.73,27,3160,627,1628,612,3.8864,132600,NEAR OCEAN,,141383
-118.17,34.05,45,733,178,715,165,2.5962,124100,<1H OCEAN,,133564
-120.41,36.77,24,1335,312,1180,267,1.947,68900,INLAND,,62417
-118.04,34.1,38,2317,451,1155,426,4.1488,235300,INLAND,,283403
-117.87,33.99,21,2837,515,2031,555,4.9271,209700,<1H OCEAN,,214125
-118.19,33.8,41,2125,591,1604,555,2.9943,190600,NEAR OCEAN,,194760
-120.19,36.61,29,1479,338,1408,322,2.293,57200,INLAND,,68426
-122.42,37.74,52,1916,432,889,424,4.0391,279900,NEAR BAY,,290985
-117.65,33.48,6,1638,188,572,174,13.0502,500001,<1H OCEAN,,485991.32
-122.03,37.55,22,9167,1373,4319,1404,6.992,284800,NEAR BAY,,390445.15
-117.98,33.94,36,4297,717,2038,700,5.2851,258800,<1H OCEAN,,231073.01
-122.41,37.76,52,3452,784,2987,753,2.8135,260300,NEAR BAY,,308834
-118.06,34.12,34,2941,558,1660,576,4.5667,271500,INLAND,,269736
-122.08,37.04,34,2800,577,1353,512,4.1161,220900,NEAR OCEAN,,251747.01
-118.41,34.02,16,5825,1866,3390,1752,3.0965,320000,<1H OCEAN,,293574.01
-121.46,38.66,3,3438,603,1602,554,3.9914,120500,INLAND,,136289
-121.1,39.15,10,680,143,354,140,4.0333,161500,INLAND,,158837
-118.32,33.83,19,3792,790,2105,834,5.2363,310000,<1H OCEAN,,317588
-117.78,33.71,4,974,232,428,203,4.6141,195400,<1H OCEAN,,198963.04
-119.71,36.8,25,875,156,646,166,3,72800,INLAND,,86914
-121.92,37.31,13,6035,1551,2946,1481,4.0524,213900,<1H OCEAN,,255495
-121.28,38.7,14,5827,1246,2578,1038,3.0212,112900,INLAND,,118962
-121.82,39.75,37,2236,372,974,379,3.2016,97000,INLAND,,102969
-118.37,34.08,28,4376,1202,1847,1128,2.6713,312500,<1H OCEAN,,312659.04
-118.34,33.99,47,1107,199,437,178,3.7344,179400,<1H OCEAN,,186919
-121.24,37.98,33,450,123,236,103,1.1964,80400,INLAND,,74564
-122.31,38.27,34,1748,284,783,303,4.3585,194400,NEAR BAY,,194904
-122.01,37.38,32,726,204,538,203,4.505,230400,<1H OCEAN,,243645
-118.34,34.16,44,1717,391,848,353,3.6111,254500,<1H OCEAN,,283942.03
-120.88,38.16,8,2029,387,1000,364,4.0109,125900,INLAND,,150586
-117.77,33.71,5,4050,584,1986,598,7.5847,375700,<1H OCEAN,,329733
-118.13,33.96,36,1933,341,958,335,4.4732,266000,<1H OCEAN,,238939
-117.05,33.02,18,917,121,388,131,6.3517,260100,<1H OCEAN,,256733
-118.41,33.9,39,2040,336,926,351,7.5552,500001,<1H OCEAN,,455096.51
-122.06,37.39,26,18,4,8,4,3.75,375000,NEAR BAY,,201348.05
-122.3,37.97,34,2854,528,1211,452,3.5353,164700,NEAR BAY,,162634
-121.81,39.71,18,1222,250,708,281,2.0288,116700,INLAND,,81705
-118.35,34.09,35,2705,785,1526,793,3.0349,266700,<1H OCEAN,,328145.07
-117.02,33.76,20,1317,203,453,158,2.8393,120700,INLAND,,127862
-121.68,36.67,26,5745,1017,2780,996,5,202300,<1H OCEAN,,257298
-118.43,34.22,34,2300,429,1447,455,4.2656,233700,<1H OCEAN,,199716
-117.15,34.83,30,5370,1062,2778,944,3.099,66800,INLAND,,88204
-121.89,37.35,47,2879,631,2229,606,3.2599,183100,<1H OCEAN,,201585
-118.29,33.98,30,1162,318,1207,289,1.223,100000,<1H OCEAN,,107879
-122.23,37.82,52,3242,366,1001,352,12.2138,500001,NEAR BAY,,499305.99
-120.83,37.07,16,3736,761,1942,730,2.5598,120200,INLAND,,103164
-118.04,34.09,34,2001,388,1461,397,3.8304,183000,INLAND,,275117
-118.21,34.09,37,1822,498,1961,506,1.9881,159200,<1H OCEAN,,152561.01
-117.88,33.79,32,1484,295,928,295,5.1418,190300,<1H OCEAN,,213522
-120.98,39.93,25,2220,511,912,449,1.8914,87800,INLAND,,71247
-115.57,32.79,34,1152,208,621,208,3.6042,73600,INLAND,,92108.01
-121.51,38.49,21,4426,790,1856,761,4.1,158300,INLAND,,161510
-120.04,39.24,30,2369,469,510,213,2.65,123800,INLAND,,120217
-122.29,37.54,43,2268,438,1151,449,4.9091,293200,NEAR OCEAN,,328382.02
-118.28,33.92,37,742,151,729,144,3.055,105400,<1H OCEAN,,129533
-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600,INLAND,,117552
-119.38,36.56,25,1180,222,611,212,2.0729,84700,INLAND,,68809.99
-120.99,37.68,30,1975,375,732,326,2.6932,94900,INLAND,,118299
-121.75,37.68,35,1755,299,702,263,5.2443,183400,INLAND,,203524
-118.98,35.39,29,607,177,476,143,1.1875,50700,INLAND,,51620
-117.07,32.67,28,2758,623,2179,631,2.3814,112300,NEAR OCEAN,,117115
-118.28,34.01,50,2601,794,3080,770,1.8656,122900,<1H OCEAN,,127003
-117.2,34.14,18,1920,333,890,323,5.159,144800,INLAND,,145954
-119.32,36.25,21,1231,,609,206,2.8365,90000,INLAND,,78483
-121.51,38.55,45,3032,631,1341,597,2.8417,137900,INLAND,,110166
-114.56,33.69,17,720,174,333,117,1.6509,85700,INLAND,,62848
-118.36,34.05,48,1825,404,728,363,3.3824,322600,<1H OCEAN,,287848.04
-121.75,36.93,24,4026,881,2264,863,3.1327,218100,<1H OCEAN,,201448
-118.18,33.83,44,1497,277,542,274,5.0052,321800,NEAR OCEAN,,308367.06
-118.16,34.03,41,1377,293,1142,272,3.1724,141600,<1H OCEAN,,161858
-118.65,34.27,23,1724,265,934,306,6.0783,229200,<1H OCEAN,,260384.01
-118.29,34.11,49,2850,379,1113,380,12.9591,500001,<1H OCEAN,,500001
-117.3,34.05,7,4672,1121,2534,1046,3.4228,115700,INLAND,,115918
-121.21,38.67,11,5500,956,2827,946,4.1071,145800,INLAND,,162890
-118.3,33.81,17,5544,1068,3008,1038,5.322,282700,<1H OCEAN,,273870
-118.35,34.01,35,3776,,1583,749,3.5486,332100,<1H OCEAN,,276861
-117.13,32.71,44,1697,413,1396,363,1.5474,83300,NEAR OCEAN,,83577
-118.34,34.03,48,1426,331,784,356,1.6581,118800,<1H OCEAN,,147423
-121.9,37.28,34,4613,749,2050,725,5.3922,302900,<1H OCEAN,,289607.01
-118.5,34.21,36,1254,229,629,245,4.9643,236100,<1H OCEAN,,233900
-118.36,34.03,38,2365,638,2259,607,2.0879,120700,<1H OCEAN,,135086
-118.34,33.99,34,397,132,250,121,1.675,166700,<1H OCEAN,,177157
-122.07,38.26,15,1173,146,450,154,6.0487,197700,INLAND,,208690
-121.95,38.43,19,3011,551,1665,535,5.1534,232800,INLAND,,176317
-123.2,39.16,14,1908,484,1195,467,1.7929,82300,<1H OCEAN,,108417
-117.92,33.85,38,2082,532,1592,510,2.3704,166100,<1H OCEAN,,176320
-117.23,33.78,23,3465,703,2672,607,1.9767,81500,INLAND,,99263
-121.76,38.25,32,1495,333,905,281,2.625,212500,INLAND,,96852
-122.02,37.34,26,1992,328,980,342,6.2475,350000,<1H OCEAN,,331834.03
-119.81,36.81,33,3972,594,1324,561,5.4513,143300,INLAND,,187257.01
-122.49,37.76,49,1724,295,795,297,4.3977,353600,NEAR BAY,,340224.01
-118.11,33.83,36,1726,287,820,288,5.5767,218100,<1H OCEAN,,242985
-122.95,39.13,17,380,69,225,72,3.25,137500,INLAND,,137176
-121.37,38.39,15,1883,254,893,256,6.2575,143500,INLAND,,214536
-118.18,34.08,31,1318,311,1164,289,2.9939,135500,<1H OCEAN,,164205
-118.42,34.16,17,277,70,119,59,4.0208,341700,<1H OCEAN,,316810.11
-118.27,34.05,47,661,359,1406,307,1.3169,112500,<1H OCEAN,,190458
-122.5,37.79,52,8,1,13,1,15.0001,500001,NEAR BAY,,393439.56
-116.29,33.74,6,12991,2555,4571,1926,4.7195,199300,INLAND,,201218.01
-122.33,37.58,27,5144,1481,2518,1447,3.4836,287900,NEAR OCEAN,,333084.09
-118.36,34.05,50,3518,812,1724,758,3.0833,338100,<1H OCEAN,,308452.09
-117.75,34.06,52,24,6,46,7,1.625,67500,INLAND,,218509.01
-122.2,37.43,38,3626,528,1350,532,7.3681,500001,NEAR OCEAN,,457370.3
-117.68,34.01,20,7326,1555,5718,1538,3.2073,123500,INLAND,,149440
